task_type	task_name	url	description	tag	external_id
/common/topic	Dalton Pompey changed number to 23.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Dalton Pompey # Team Name: Toronto Blue Jays # Type: Number Change # Transaction: Dalton Pompey changed number to 23. # Transaction date: 2016-01-04	SPLGROUSMlb	252970#Dalton Pompey#Toronto Blue Jays#Number Change
/common/topic	Arizona Diamondbacks signed free agent RHP Omar Herman to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Omar Herman # Team Name: Arizona Diamondbacks # Type: Signed as Free Agent # Transaction: Arizona Diamondbacks signed free agent RHP Omar Herman to a minor league contract. # Transaction date: 2016-01-04	SPLGROSTMlb	254792#Omar Herman#Arizona Diamondbacks#Signed as Free Agent
/common/topic	Pittsburgh Pirates signed free agent LHP Kelvin Marte to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Kelvin Marte # Team Name: Pittsburgh Pirates # Type: Signed as Free Agent # Transaction: Pittsburgh Pirates signed free agent LHP Kelvin Marte to a minor league contract and invited him to spring training. # Transaction date: 2016-01-04	SPLGROSTMlb	252980#Kelvin Marte#Pittsburgh Pirates#Signed as Free Agent
/common/topic	Detroit Tigers signed free agent C Raffy Lopez to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Raffy Lopez # Team Name: Detroit Tigers # Type: Signed as Free Agent # Transaction: Detroit Tigers signed free agent C Raffy Lopez to a minor league contract and invited him to spring training. # Transaction date: 2016-01-04	SPLGROSTMlb	253195#Raffy Lopez#Detroit Tigers#Signed as Free Agent
/common/topic	Cleveland Indians designated RHP Kirby Yates for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Kirby Yates # Team Name: Cleveland Indians # Type: Designated for Assignment # Transaction: Cleveland Indians designated RHP Kirby Yates for assignment. # Transaction date: 2016-01-05	SPLGROSTMlb	252989#Kirby Yates#Cleveland Indians#Designated for Assignment
/common/topic	Oakland Athletics traded RHP Arnold Leon to Toronto Blue Jays for cash.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Arnold Leon # Team Name: Toronto Blue Jays # Type: Trade # Transaction: Oakland Athletics traded RHP Arnold Leon to Toronto Blue Jays for cash. # Transaction date: 2016-01-05	SPLGROSTMlb	252990#Arnold Leon#Toronto Blue Jays#Trade
/common/topic	Pittsburgh Pirates released RHP Guido Knudson.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Guido Knudson # Team Name: Pittsburgh Pirates # Type: Released # Transaction: Pittsburgh Pirates released RHP Guido Knudson. # Transaction date: 2016-01-05	SPLGROSTMlb	253082#Guido Knudson#Pittsburgh Pirates#Released
/common/topic	Michael Lorenzen changed number to 21.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Michael Lorenzen # Team Name: Cincinnati Reds # Type: Number Change # Transaction: Michael Lorenzen changed number to 21. # Transaction date: 2016-01-05	SPLGROUSMlb	252992#Michael Lorenzen#Cincinnati Reds#Number Change
/common/topic	Kyle Waldrop changed number to 58.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Kyle Waldrop # Team Name: Cincinnati Reds # Type: Number Change # Transaction: Kyle Waldrop changed number to 58. # Transaction date: 2016-01-05	SPLGROUSMlb	252998#Kyle Waldrop#Cincinnati Reds#Number Change
/common/topic	Ramon Cabrera changed number to 37.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Ramon Cabrera # Team Name: Cincinnati Reds # Type: Number Change # Transaction: Ramon Cabrera changed number to 37. # Transaction date: 2016-01-05	SPLGROUSMlb	252995#Ramon Cabrera#Cincinnati Reds#Number Change
/common/topic	Brandon Finnegan changed number to 29.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Brandon Finnegan # Team Name: Cincinnati Reds # Type: Number Change # Transaction: Brandon Finnegan changed number to 29. # Transaction date: 2016-01-05	SPLGROUSMlb	252991#Brandon Finnegan#Cincinnati Reds#Number Change
/common/topic	Justin Smoak changed number to 14.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Justin Smoak # Team Name: Toronto Blue Jays # Type: Number Change # Transaction: Justin Smoak changed number to 14. # Transaction date: 2016-01-05	SPLGROUSMlb	252999#Justin Smoak#Toronto Blue Jays#Number Change
/common/topic	Milwaukee Brewers signed free agent LF Eric Young Jr. to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Eric Young Jr. # Team Name: Milwaukee Brewers # Type: Signed as Free Agent # Transaction: Milwaukee Brewers signed free agent LF Eric Young Jr. to a minor league contract and invited him to spring training. # Transaction date: 2016-01-05	SPLGROSTMlb	253209#Eric Young Jr.#Milwaukee Brewers#Signed as Free Agent
/common/topic	Texas Rangers signed free agent LHP Cesar Ramos to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Cesar Ramos # Team Name: Texas Rangers # Type: Signed as Free Agent # Transaction: Texas Rangers signed free agent LHP Cesar Ramos to a minor league contract and invited him to spring training. # Transaction date: 2016-01-05	SPLGROSTMlb	253000#Cesar Ramos#Texas Rangers#Signed as Free Agent
/common/topic	Cleveland Indians signed free agent 1B Mike Napoli.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Mike Napoli # Team Name: Cleveland Indians # Type: Signed as Free Agent # Transaction: Cleveland Indians signed free agent 1B Mike Napoli. # Transaction date: 2016-01-05	SPLGROSTMlb	252988#Mike Napoli#Cleveland Indians#Signed as Free Agent
/common/topic	Milwaukee Brewers designated Josmil Pinto for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Josmil Pinto # Team Name: Milwaukee Brewers # Type: Designated for Assignment # Transaction: Milwaukee Brewers designated Josmil Pinto for assignment. # Transaction date: 2016-01-06	SPLGROSTMlb	253063#Josmil Pinto#Milwaukee Brewers#Designated for Assignment
/common/topic	Kansas City Royals designated CF Lane Adams for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Lane Adams # Team Name: Kansas City Royals # Type: Designated for Assignment # Transaction: Kansas City Royals designated CF Lane Adams for assignment. # Transaction date: 2016-01-06	SPLGROSTMlb	253027#Lane Adams#Kansas City Royals#Designated for Assignment
/common/topic	Washington Nationals designated Erik Davis for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Erik Davis # Team Name: Washington Nationals # Type: Designated for Assignment # Transaction: Washington Nationals designated Erik Davis for assignment. # Transaction date: 2016-01-06	SPLGROSTMlb	253023#Erik Davis#Washington Nationals#Designated for Assignment
/common/topic	Pittsburgh Pirates designated C Tony Sanchez for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Tony Sanchez # Team Name: Pittsburgh Pirates # Type: Designated for Assignment # Transaction: Pittsburgh Pirates designated C Tony Sanchez for assignment. # Transaction date: 2016-01-06	SPLGROSTMlb	253021#Tony Sanchez#Pittsburgh Pirates#Designated for Assignment
/common/topic	Los Angeles Dodgers designated LHP Tyler Olson for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Tyler Olson # Team Name: Los Angeles Dodgers # Type: Designated for Assignment # Transaction: Los Angeles Dodgers designated LHP Tyler Olson for assignment. # Transaction date: 2016-01-06	SPLGROSTMlb	253019#Tyler Olson#Los Angeles Dodgers#Designated for Assignment
/common/topic	Washington Nationals designated Taylor Hill for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Taylor Hill # Team Name: Washington Nationals # Type: Designated for Assignment # Transaction: Washington Nationals designated Taylor Hill for assignment. # Transaction date: 2016-01-06	SPLGROSTMlb	253025#Taylor Hill#Washington Nationals#Designated for Assignment
/common/topic	Washington Nationals signed free agent 2B Daniel Murphy.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Daniel Murphy # Team Name: Washington Nationals # Type: Signed as Free Agent # Transaction: Washington Nationals signed free agent 2B Daniel Murphy. # Transaction date: 2016-01-06	SPLGROSTMlb	253022#Daniel Murphy#Washington Nationals#Signed as Free Agent
/common/topic	Colorado Rockies signed free agent 2B Stephen Cardullo to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Stephen Cardullo # Team Name: Colorado Rockies # Type: Signed as Free Agent # Transaction: Colorado Rockies signed free agent 2B Stephen Cardullo to a minor league contract. # Transaction date: 2016-01-06	SPLGROSTMlb	253191#Stephen Cardullo#Colorado Rockies#Signed as Free Agent
/common/topic	Milwaukee Brewers signed free agent 1B Chris Carter.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Chris Carter # Team Name: Milwaukee Brewers # Type: Signed as Free Agent # Transaction: Milwaukee Brewers signed free agent 1B Chris Carter. # Transaction date: 2016-01-06	SPLGROSTMlb	253062#Chris Carter#Milwaukee Brewers#Signed as Free Agent
/common/topic	Kansas City Royals signed free agent LF Alex Gordon.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Alex Gordon # Team Name: Kansas City Royals # Type: Signed as Free Agent # Transaction: Kansas City Royals signed free agent LF Alex Gordon. # Transaction date: 2016-01-06	SPLGROSTMlb	253026#Alex Gordon#Kansas City Royals#Signed as Free Agent
/common/topic	Pittsburgh Pirates signed free agent RHP Casey Sadler to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Casey Sadler # Team Name: Pittsburgh Pirates # Type: Signed as Free Agent # Transaction: Pittsburgh Pirates signed free agent RHP Casey Sadler to a minor league contract. # Transaction date: 2016-01-06	SPLGROSTMlb	255267#Casey Sadler#Pittsburgh Pirates#Signed as Free Agent
/common/topic	Los Angeles Dodgers signed free agent Brandon Beachy.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Brandon Beachy # Team Name: Los Angeles Dodgers # Type: Signed as Free Agent # Transaction: Los Angeles Dodgers signed free agent Brandon Beachy. # Transaction date: 2016-01-06	SPLGROSTMlb	253018#Brandon Beachy#Los Angeles Dodgers#Signed as Free Agent
/common/topic	Oakland Athletics signed free agent RHP Agustin Velasco to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Agustin Velasco # Team Name: Oakland Athletics # Type: Signed as Free Agent # Transaction: Oakland Athletics signed free agent RHP Agustin Velasco to a minor league contract. # Transaction date: 2016-01-06	SPLGROSTMlb	254867#Agustin Velasco#Oakland Athletics#Signed as Free Agent
/common/topic	Washington Nationals signed free agent 2B Stephen Drew.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Stephen Drew # Team Name: Washington Nationals # Type: Signed as Free Agent # Transaction: Washington Nationals signed free agent 2B Stephen Drew. # Transaction date: 2016-01-06	SPLGROSTMlb	253024#Stephen Drew#Washington Nationals#Signed as Free Agent
/common/topic	St. Louis Cardinals signed free agent RHP Angel Rondon to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Angel Rondon # Team Name: St. Louis Cardinals # Type: Signed as Free Agent # Transaction: St. Louis Cardinals signed free agent RHP Angel Rondon to a minor league contract. # Transaction date: 2016-01-06	SPLGROSTMlb	254858#Angel Rondon#St. Louis Cardinals#Signed as Free Agent
/common/topic	Pittsburgh Pirates signed free agent RHP Neftali Feliz.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Neftali Feliz # Team Name: Pittsburgh Pirates # Type: Signed as Free Agent # Transaction: Pittsburgh Pirates signed free agent RHP Neftali Feliz. # Transaction date: 2016-01-06	SPLGROSTMlb	253020#Neftali Feliz#Pittsburgh Pirates#Signed as Free Agent
/common/topic	Los Angeles Dodgers designated SS Ronald Torreyes for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Ronald Torreyes # Team Name: Los Angeles Dodgers # Type: Designated for Assignment # Transaction: Los Angeles Dodgers designated SS Ronald Torreyes for assignment. # Transaction date: 2016-01-07	SPLGROSTMlb	253085#Ronald Torreyes#Los Angeles Dodgers#Designated for Assignment
/common/topic	Seattle Mariners released RHP Anthony Bass.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Anthony Bass # Team Name: Seattle Mariners # Type: Released # Transaction: Seattle Mariners released RHP Anthony Bass. # Transaction date: 2016-01-07	SPLGROSTMlb	253067#Anthony Bass#Seattle Mariners#Released
/common/topic	Chicago White Sox claimed LF Daniel Fields off waivers from Los Angeles Dodgers.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Daniel Fields # Team Name: Chicago White Sox # Type: Claimed Off Waivers # Transaction: Chicago White Sox claimed LF Daniel Fields off waivers from Los Angeles Dodgers. # Transaction date: 2016-01-07	SPLGROSTMlb	253069#Daniel Fields#Chicago White Sox#Claimed Off Waivers
/common/topic	Atlanta Braves signed free agent RHP Alexi Ogando to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Alexi Ogando # Team Name: Atlanta Braves # Type: Signed as Free Agent # Transaction: Atlanta Braves signed free agent RHP Alexi Ogando to a minor league contract and invited him to spring training. # Transaction date: 2016-01-07	SPLGROSTMlb	253102#Alexi Ogando#Atlanta Braves#Signed as Free Agent
/common/topic	Milwaukee Brewers signed free agent LHP Pat Misch to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Pat Misch # Team Name: Milwaukee Brewers # Type: Signed as Free Agent # Transaction: Milwaukee Brewers signed free agent LHP Pat Misch to a minor league contract and invited him to spring training. # Transaction date: 2016-01-07	SPLGROSTMlb	253527#Pat Misch#Milwaukee Brewers#Signed as Free Agent
/common/topic	Chicago White Sox signed free agent RHP Charles Shirek to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Charles Shirek # Team Name: Chicago White Sox # Type: Signed as Free Agent # Transaction: Chicago White Sox signed free agent RHP Charles Shirek to a minor league contract. # Transaction date: 2016-01-07	SPLGROSTMlb	253176#Charles Shirek#Chicago White Sox#Signed as Free Agent
/common/topic	Pittsburgh Pirates signed free agent RHP Trey Haley.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Trey Haley # Team Name: Pittsburgh Pirates # Type: Signed as Free Agent # Transaction: Pittsburgh Pirates signed free agent RHP Trey Haley. # Transaction date: 2016-01-07	SPLGROSTMlb	253068#Trey Haley#Pittsburgh Pirates#Signed as Free Agent
/common/topic	Tampa Bay Rays signed free agent OF Johampher Arrendoll to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Johampher Arrendoll # Team Name: Tampa Bay Rays # Type: Signed as Free Agent # Transaction: Tampa Bay Rays signed free agent OF Johampher Arrendoll to a minor league contract. # Transaction date: 2016-01-07	SPLGROSTMlb	254802#Johampher Arrendoll#Tampa Bay Rays#Signed as Free Agent
/common/topic	Seattle Mariners signed free agent RHP Ryan Cook.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Ryan Cook # Team Name: Seattle Mariners # Type: Signed as Free Agent # Transaction: Seattle Mariners signed free agent RHP Ryan Cook. # Transaction date: 2016-01-07	SPLGROSTMlb	253107#Ryan Cook#Seattle Mariners#Signed as Free Agent
/common/topic	Kansas City Royals signed free agent RHP Chien-Ming Wang to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Chien-Ming Wang # Team Name: Kansas City Royals # Type: Signed as Free Agent # Transaction: Kansas City Royals signed free agent RHP Chien-Ming Wang to a minor league contract and invited him to spring training. # Transaction date: 2016-01-07	SPLGROSTMlb	253086#Chien-Ming Wang#Kansas City Royals#Signed as Free Agent
/common/topic	Chicago White Sox signed free agent 2B Gerson Montilla to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Gerson Montilla # Team Name: Chicago White Sox # Type: Signed as Free Agent # Transaction: Chicago White Sox signed free agent 2B Gerson Montilla to a minor league contract. # Transaction date: 2016-01-07	SPLGROSTMlb	253503#Gerson Montilla#Chicago White Sox#Signed as Free Agent
/common/topic	Atlanta Braves signed free agent RHP Jhoulys Chacin to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Jhoulys Chacin # Team Name: Atlanta Braves # Type: Signed as Free Agent # Transaction: Atlanta Braves signed free agent RHP Jhoulys Chacin to a minor league contract and invited him to spring training. # Transaction date: 2016-01-07	SPLGROSTMlb	253098#Jhoulys Chacin#Atlanta Braves#Signed as Free Agent
/common/topic	San Francisco Giants signed free agent CF Denard Span.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Denard Span # Team Name: San Francisco Giants # Type: Signed as Free Agent # Transaction: San Francisco Giants signed free agent CF Denard Span. # Transaction date: 2016-01-07	SPLGROSTMlb	253108#Denard Span#San Francisco Giants#Signed as Free Agent
/common/topic	Atlanta Braves signed free agent LHP Alex Torres to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Alex Torres # Team Name: Atlanta Braves # Type: Signed as Free Agent # Transaction: Atlanta Braves signed free agent LHP Alex Torres to a minor league contract and invited him to spring training. # Transaction date: 2016-01-07	SPLGROSTMlb	253097#Alex Torres#Atlanta Braves#Signed as Free Agent
/common/topic	Atlanta Braves signed free agent RHP Kyle Kendrick to a minor league contract and invited him to spring training.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Kyle Kendrick # Team Name: Atlanta Braves # Type: Signed as Free Agent # Transaction: Atlanta Braves signed free agent RHP Kyle Kendrick to a minor league contract and invited him to spring training. # Transaction date: 2016-01-07	SPLGROSTMlb	253101#Kyle Kendrick#Atlanta Braves#Signed as Free Agent
/common/topic	Los Angeles Dodgers signed free agent RHP Kenta Maeda.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Kenta Maeda # Team Name: Los Angeles Dodgers # Type: Signed as Free Agent # Transaction: Los Angeles Dodgers signed free agent RHP Kenta Maeda. # Transaction date: 2016-01-07	SPLGROSTMlb	253077#Kenta Maeda#Los Angeles Dodgers#Signed as Free Agent
/common/topic	San Francisco Giants designated RHP Cody Hall for assignment.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Cody Hall # Team Name: San Francisco Giants # Type: Designated for Assignment # Transaction: San Francisco Giants designated RHP Cody Hall for assignment. # Transaction date: 2016-01-08	SPLGROSTMlb	253119#Cody Hall#San Francisco Giants#Designated for Assignment
/common/topic	Cleveland Indians traded RHP Kirby Yates to New York Yankees for cash.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Kirby Yates # Team Name: New York Yankees # Type: Trade # Transaction: Cleveland Indians traded RHP Kirby Yates to New York Yankees for cash. # Transaction date: 2016-01-08	SPLGROSTMlb	253114#Kirby Yates#New York Yankees#Trade
/common/topic	Toronto Blue Jays traded Player To Be Named Later and LF Ben Revere to Washington Nationals for cash and RHP Drew Storen.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Ben Revere # Team Name: Washington Nationals # Type: Trade # Transaction: Toronto Blue Jays traded Player To Be Named Later and LF Ben Revere to Washington Nationals for cash and RHP Drew Storen. # Transaction date: 2016-01-08	SPLGROSTMlb	253126#Ben Revere#Washington Nationals#Trade
/common/topic	Toronto Blue Jays traded Player To Be Named Later and LF Ben Revere to Washington Nationals for cash and RHP Drew Storen.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Drew Storen # Team Name: Toronto Blue Jays # Type: Trade # Transaction: Toronto Blue Jays traded Player To Be Named Later and LF Ben Revere to Washington Nationals for cash and RHP Drew Storen. # Transaction date: 2016-01-08	SPLGROSTMlb	253126#Drew Storen#Toronto Blue Jays#Trade
/common/topic	Baltimore Orioles claimed 1B Joey Terdoslavich off waivers from Atlanta Braves.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Joey Terdoslavich # Team Name: Baltimore Orioles # Type: Claimed Off Waivers # Transaction: Baltimore Orioles claimed 1B Joey Terdoslavich off waivers from Atlanta Braves. # Transaction date: 2016-01-08	SPLGROSTMlb	253115#Joey Terdoslavich#Baltimore Orioles#Claimed Off Waivers
/common/topic	Philadelphia Phillies signed free agent C Jake Fox to a minor league contract.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Jake Fox # Team Name: Philadelphia Phillies # Type: Signed as Free Agent # Transaction: Philadelphia Phillies signed free agent C Jake Fox to a minor league contract. # Transaction date: 2016-01-08	SPLGROSTMlb	253534#Jake Fox#Philadelphia Phillies#Signed as Free Agent
/common/topic	Atlanta Braves signed free agent 2B Kelly Johnson.	http://www.mlb.com/mlb/transactions/#month=1&year=2016	*Find or create each transaction and curate as per guidelines* Player Name: Kelly Johnson # Team Name: Atlanta Braves # Type: Signed as Free Agent # Transaction: Atlanta Braves signed free agent 2B Kelly Johnson. # Transaction date: 2016-01-08	SPLGROSTMlb	253116#Kelly Johnson#Atlanta Braves#Signed as Free Agent
